x,f(x)
-2.5762510299682617,-0.4756023585796356
-2.5665903091430664,-0.4700453281402588
-2.559082508087158,-0.4657081365585327
-2.556328535079956,-0.4641135334968567
-2.549421548843384,-0.460105836391449
-2.5454750061035156,-0.4578109681606293
-2.541532039642334,-0.4555147886276245
-2.5391597747802734,-0.4541318416595459
-2.534038543701172,-0.45114263892173767
-2.5318710803985596,-0.4498760402202606
-2.528306484222412,-0.44779127836227417
-2.523618221282959,-0.44504645466804504
-2.5220279693603516,-0.444114625453949
-2.521609306335449,-0.4438692331314087
-2.5168700218200684,-0.4410899579524994
-2.5139575004577637,-0.4393806457519531
-2.510756015777588,-0.4375006854534149
-2.5094523429870605,-0.43673479557037354
-2.5053606033325195,-0.434330016374588
-2.504859447479248,-0.43403536081314087
-2.5036957263946533,-0.43335121870040894
-2.499319553375244,-0.4307772219181061
-2.496320962905884,-0.42901280522346497
-2.495699405670166,-0.4286470413208008
-2.492842197418213,-0.42696526646614075
-2.492283821105957,-0.42663654685020447
-2.487308979034424,-0.4237075448036194
-2.4867775440216064,-0.42339465022087097
-2.4854378700256348,-0.42260581254959106
-2.48264217376709,-0.4209594428539276
-2.481405735015869,-0.42023128271102905
-2.479152202606201,-0.4189041256904602
-2.477116584777832,-0.41770535707473755
-2.474733352661133,-0.4163018763065338
-2.4745843410491943,-0.4162141680717468
-2.469395160675049,-0.4131588339805603
-2.4684252738952637,-0.41258785128593445
-2.467888832092285,-0.4122720956802368
-2.466855049133301,-0.41166356205940247
-2.4654734134674072,-0.410850465297699
-2.4631478786468506,-0.40948182344436646
-2.461601734161377,-0.4085721969604492
-2.4582278728485107,-0.4065875709056854
-2.456819534301758,-0.40575945377349854
-2.4560012817382812,-0.40527838468551636
-2.453679084777832,-0.4039132297039032
-2.45125675201416,-0.40248990058898926
-2.4511373043060303,-0.4024197459220886
-2.448713779449463,-0.40099623799324036
-2.4479660987854004,-0.4005572199821472
-2.447922945022583,-0.4005317986011505
-2.4445648193359375,-0.39856067299842834
-2.443688154220581,-0.3980463743209839
-2.4390525817871094,-0.3953281044960022
-2.4385619163513184,-0.3950406014919281
-2.438413143157959,-0.3949533700942993
-2.437112808227539,-0.39419156312942505
-2.4365105628967285,-0.3938387632369995
-2.433706283569336,-0.3921968638896942
-2.432554244995117,-0.39152270555496216
-2.430009365081787,-0.39003410935401917
-2.4292712211608887,-0.38960254192352295
-2.428791046142578,-0.3893219232559204
-2.4256763458251953,-0.3875022530555725
-2.4254302978515625,-0.38735851645469666
-2.422635793685913,-0.38572758436203003
-2.4212443828582764,-0.3849160075187683
-2.4199788570404053,-0.3841782808303833
-2.4196102619171143,-0.383963406085968
-2.4189600944519043,-0.38358455896377563
-2.4179375171661377,-0.3829888105392456
-2.415792465209961,-0.38173994421958923
-2.413665771484375,-0.38050273060798645
-2.4117512702941895,-0.37938985228538513
-2.4095802307128906,-0.3781287670135498
-2.409348487854004,-0.37799420952796936
-2.4068474769592285,-0.3765430450439453
-2.406501054763794,-0.37634211778640747
-2.4063565731048584,-0.37625834345817566
-2.4054670333862305,-0.3757426142692566
-2.403693914413452,-0.37471532821655273
-2.401090145111084,-0.37320804595947266
-2.4010462760925293,-0.3731827139854431
-2.3999195098876953,-0.37253090739250183
-2.3984951972961426,-0.3717074394226074
-2.3975346088409424,-0.371152400970459
-2.3944904804229736,-0.36939477920532227
-2.3931684494018555,-0.36863216757774353
-2.389660358428955,-0.36661040782928467
-2.389657735824585,-0.3666089177131653
-2.389584541320801,-0.3665667176246643
-2.389187812805176,-0.36633825302124023
-2.387958526611328,-0.3656305968761444
-2.3879165649414062,-0.365606427192688
-2.387058734893799,-0.3651128113269806
-2.3857803344726562,-0.3643774688243866
-2.3827884197235107,-0.36265796422958374
-2.3819150924682617,-0.36215639114379883
-2.3799991607666016,-0.36105668544769287
-2.3789515495300293,-0.3604556918144226
-2.3788042068481445,-0.3603712022304535
-2.3750481605529785,-0.35821855068206787
-2.374279737472534,-0.3577786087989807
-2.372415781021118,-0.3567116856575012
-2.372328519821167,-0.35666173696517944
-2.3716373443603516,-0.3562663197517395
-2.3700029850006104,-0.3553318381309509
-2.3697376251220703,-0.35518017411231995
-2.369530439376831,-0.35506170988082886
-2.368783473968506,-0.3546348512172699
-2.3675222396850586,-0.353914350271225
-2.367367744445801,-0.3538261353969574
-2.3642053604125977,-0.35202112793922424
-2.3624725341796875,-0.35103291273117065
-2.360063076019287,-0.34965983033180237
-2.3598694801330566,-0.3495495915412903
-2.35888409614563,-0.34898847341537476
-2.3553571701049805,-0.3469815254211426
-2.3551597595214844,-0.3468693494796753
-2.355104446411133,-0.3468378186225891
-2.354865312576294,-0.34670189023017883
-2.354598045349121,-0.3465498685836792
-2.3537237644195557,-0.34605297446250916
-2.351745128631592,-0.34492868185043335
-2.3496079444885254,-0.34371528029441833
-2.3493409156799316,-0.3435637354850769
-2.349209785461426,-0.34348931908607483
-2.3489394187927246,-0.3433358669281006
-2.347447633743286,-0.3424896001815796
-2.3453168869018555,-0.3412815034389496
-2.3427815437316895,-0.3398451805114746
-2.3408877849578857,-0.33877313137054443
-2.3395488262176514,-0.33801546692848206
-2.338754177093506,-0.3375660181045532
