x,y,y_simulated,residual
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0,-0.7798150777816772,-0.7683404511447252,-0.01147462663695209
0.0099999997764825,-0.7369940876960754,-0.7295947729210002,-0.007399314775075272
0.0099999997764825,-0.7369940876960754,-0.7295947729210002,-0.007399314775075272
0.0099999997764825,-0.7369940876960754,-0.7295947729210002,-0.007399314775075272
