x,y,y_simulated,residual
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
0.5,0.1472460627555847,0.1557134263668899,-0.008467363611305206
