x,f(x)
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5,0.8481666445732117
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
0.5149999856948853,0.8743722438812256
