x,f(x)
-1.5127742290496826,0.6818231344223022
-1.5120190382003784,0.6806505918502808
-1.511276364326477,0.6794882416725159
-1.5105456113815308,0.6783355474472046
-1.509826421737671,0.6771920919418335
-1.5091185569763184,0.6760581135749817
-1.508421540260315,0.6749328970909119
-1.5077348947525024,0.673816442489624
-1.5070585012435913,0.6727086901664734
-1.5063917636871338,0.6716090440750122
-1.5057343244552612,0.6705172061920166
-1.505085825920105,0.6694329977035522
-1.504446029663086,0.66835618019104
-1.5038143396377563,0.6672859191894531
-1.5031906366348267,0.6662225723266602
-1.5025743246078491,0.6651651859283447
-1.501965045928955,0.6641132831573486
-1.5013625621795654,0.6630667448043823
-1.500766396522522,0.662024974822998
-1.5001763105392456,0.6609876751899719
-1.4995917081832886,0.6599540710449219
-1.4990123510360718,0.6589236259460449
-1.4984378814697266,0.6578962802886963
-1.4978679418563843,0.6568711996078491
-1.4973020553588867,0.6558476686477661
-1.4967399835586548,0.6548255085945129
-1.4961812496185303,0.6538039445877075
-1.4956254959106445,0.6527823209762573
-1.495072364807129,0.6517601013183594
-1.4945216178894043,0.6507367491722107
-1.4939727783203125,0.649711549282074
-1.4934253692626953,0.6486839056015015
-1.4928791522979736,0.6476529836654663
-1.4923337697982788,0.6466186046600342
-1.4917888641357422,0.64557945728302
-1.4917787313461304,0.6455600261688232
-1.4912444353103638,0.644536018371582
-1.4910235404968262,0.6441110372543335
-1.4907002449035645,0.643487811088562
-1.4902808666229248,0.6426762938499451
-1.490156650543213,0.6424353122711182
-1.48961341381073,0.6413782835006714
-1.4895501136779785,0.6412547826766968
-1.4890707731246948,0.6403170824050903
-1.4888309240341187,0.6398464441299438
-1.4885286092758179,0.6392515897750854
-1.4881230592727661,0.6384510397911072
-1.4879870414733887,0.638181746006012
-1.4874461889266968,0.637108325958252
-1.4874260425567627,0.6370682120323181
-1.486905813217163,0.6360303163528442
-1.4867393970489502,0.6356973648071289
-1.4863662719726562,0.6349489092826843
-1.486063003540039,0.6343386173248291
-1.4858273267745972,0.6338632106781006
-1.485396146774292,0.6329907178878784
-1.485289216041565,0.6327741146087646
-1.48475182056427,0.6316809058189392
-1.484738826751709,0.6316545009613037
-1.484215259552002,0.6305844187736511
-1.4840903282165527,0.6303282976150513
-1.4836795330047607,0.6294841170310974
-1.4834505319595337,0.6290123462677002
-1.483144760131836,0.6283807754516602
-1.482818841934204,0.6277058124542236
-1.4826109409332275,0.6272743344306946
-1.4821951389312744,0.626408576965332
-1.482077956199646,0.6261639595031738
-1.4815788269042969,0.625119686126709
-1.4815460443496704,0.625050961971283
-1.4810152053833008,0.6239349246025085
-1.4809695482254028,0.6238387823104858
-1.480485439300537,0.6228159666061401
-1.4803670644760132,0.6225652098655701
-1.479956865310669,0.6216942071914673
-1.4797708988189697,0.6212984323501587
-1.4794293642044067,0.6205699443817139
-1.4791808128356934,0.6200380325317383
-1.47890305519104,0.6194427013397217
-1.4785962104797363,0.6187832951545715
-1.4783779382705688,0.618313193321228
-1.4780168533325195,0.6175333261489868
-1.4778542518615723,0.6171814799308777
-1.4774423837661743,0.6162879467010498
-1.4773317575454712,0.6160473823547363
-1.476872444152832,0.6150462627410889
-1.4768105745315552,0.6149109601974487
-1.4763065576553345,0.6138074398040771
-1.4762909412384033,0.6137732267379761
-1.4757726192474365,0.6126329898834229
-1.4757444858551025,0.6125710606575012
-1.4752558469772339,0.6114913821220398
-1.475185751914978,0.6113361120223999
-1.4747406244277954,0.6103479862213135
-1.4746299982070923,0.6101018786430359
-1.4742271900177002,0.6092036962509155
-1.4740768671035767,0.608867883682251
-1.4737155437469482,0.608058750629425
-1.473526120185852,0.6076335310935974
-1.473205804824829,0.6069129705429077
-1.4729771614074707,0.6063973903656006
-1.4726982116699219,0.6057672500610352
-1.472429871559143,0.605159342288971
-1.4721930027008057,0.6046220660209656
-1.4718836545944214,0.6039183139801025
-1.471690058708191,0.6034771203994751
-1.4713382720947266,0.6026735305786133
-1.4711896181106567,0.6023331880569458
-1.47079336643219,0.6014242172241211
-1.4706919193267822,0.601190984249115
-1.470448613166809,0.6006308197975159
-1.4702489376068115,0.6001702547073364
-1.4701969623565674,0.6000503897666931
-1.4697049856185913,0.5989119410514832
-1.4697047472000122,0.5989114046096802
-1.4696934223175049,0.5988850593566895
-1.469215989112854,0.597775936126709
-1.4691611528396606,0.5976482629776001
-1.4689507484436035,0.5971579551696777
-1.4687303304672241,0.596643328666687
-1.4686179161071777,0.596380352973938
-1.468247890472412,0.5955134630203247
-1.4682199954986572,0.5954481363296509
-1.4680752754211426,0.595108151435852
-1.4677690267562866,0.5943878889083862
-1.4675331115722656,0.5938317179679871
-1.4675008058547974,0.5937554836273193
-1.4672937393188477,0.5932661294937134
-1.4669915437698364,0.5925508737564087
-1.4668221473693848,0.5921491980552673
-1.4667929410934448,0.592079758644104
-1.4664506912231445,0.5912662744522095
-1.466354489326477,0.5910370349884033
-1.4660959243774414,0.5904207229614258
-1.4659103155136108,0.5899772644042969
-1.4658907651901245,0.5899304151535034
-1.4654313325881958,0.5888298749923706
-1.465409278869629,0.5887768268585205
-1.465370774269104,0.5886844396591187
-1.464976191520691,0.587735652923584
-1.464831829071045,0.5873878002166748
-1.4647328853607178,0.5871490240097046
-1.4645253419876099,0.586647629737854
-1.4642937183380127,0.5860873460769653
-1.4640792608261108,0.5855677127838135
-1.4640660285949707,0.58553546667099
-1.4637563228607178,0.5847830772399902
-1.4636377096176147,0.5844945907592773
-1.4634087085723877,0.5839366316795349
-1.4632197618484497,0.5834754705429077
-1.4632011651992798,0.5834299325942993
-1.4627695083618164,0.582373857498169
-1.4627602100372314,0.5823510885238647
-1.4626840353012085,0.5821644067764282
-1.4623429775238037,0.5813266634941101
-1.4621492624282837,0.5808500051498413
-1.4621204137802124,0.5807790160179138
-1.4619218111038208,0.5802891850471497
-1.4616154432296753,0.5795325040817261
-1.4615060091018677,0.5792617797851562
-1.4614887237548828,0.579218864440918
-1.4610956907272339,0.5782443284988403
-1.4610824584960938,0.5782115459442139
-1.4608650207519531,0.5776710510253906
-1.4606910943984985,0.5772380828857422
-1.4605505466461182,0.5768879055976868
-1.4602923393249512,0.5762432813644409
-1.4602487087249756,0.576134204864502
-1.4600197076797485,0.5755614042282104
-1.4598994255065918,0.5752599835395813
-1.4596394300460815,0.5746075510978699
-1.459512710571289,0.5742892026901245
-1.4594899415969849,0.5742318630218506
-1.459132194519043,0.573331356048584
-1.459036946296692,0.5730907917022705
-1.4589613676071167,0.5729001760482788
-1.4584407806396484,0.5715833306312561
-1.4584338665008545,0.5715657472610474
-1.4579075574874878,0.5702288150787354
-1.457850694656372,0.5700840950012207
-1.4573824405670166,0.5688897371292114
-1.457266092300415,0.5685923099517822
-1.4568586349487305,0.5675485134124756
-1.4566867351531982,0.5671072006225586
-1.456336259841919,0.5662057399749756
-1.456112265586853,0.5656282901763916
-1.455815076828003,0.5648605227470398
-1.4555423259735107,0.5641543865203857
-1.455295443534851,0.5635141134262085
-1.4549764394760132,0.5626848340034485
-1.4547771215438843,0.5621657967567444
-1.4544143676757812,0.5612192153930664
-1.4542603492736816,0.5608162879943848
-1.4538556337356567,0.5597558617591858
-1.4537451267242432,0.559465765953064
